qid,sid,stitle
NC_004567.2:976346-977233,NZ_LS483359.1,"NZ_LS483359.1 Streptococcus pyogenes strain NCTC12068 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_017040.1,"NC_017040.1 Streptococcus pyogenes MGAS15252, complete genome"
NC_004567.2:976346-977233,NZ_LS483338.1,"NZ_LS483338.1 Streptococcus pyogenes strain NCTC12064 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_AP014585.1,"NZ_AP014585.1 Streptococcus pyogenes DNA, complete genome, strain: MTB314"
NC_004567.2:976346-977233,NZ_AP017629.1,"NZ_AP017629.1 Streptococcus pyogenes DNA, complete genome, strain: JMUB1235"
NC_004567.2:976346-977233,NZ_CP013840.1,"NZ_CP013840.1 Streptococcus pyogenes strain MGAS27061, complete genome"
NC_004567.2:976346-977233,NZ_HG316453.1,"NZ_HG316453.1 Streptococcus pyogenes H293, complete genome"
NC_004567.2:976346-977233,NZ_CP007240.1,"NZ_CP007240.1 Streptococcus pyogenes strain 7F7, complete genome"
NC_004567.2:976346-977233,NZ_CP013839.1,"NZ_CP013839.1 Streptococcus pyogenes strain MGAS23530, complete genome"
NC_004567.2:976346-977233,NZ_CP007562.1,"NZ_CP007562.1 Streptococcus pyogenes strain NGAS327, complete genome"
NC_004567.2:976346-977233,NZ_LS483337.1,"NZ_LS483337.1 Streptococcus pyogenes strain NCTC12047 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483521.1,"NZ_LS483521.1 Streptococcus pyogenes strain NCTC8316 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483326.1,"NZ_LS483326.1 Streptococcus pyogenes strain NCTC12045 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_015975.1,"NC_015975.1 Lactobacillus ruminis ATCC 27782, complete genome"
NC_004567.2:976346-977233,NC_009009.1,"NC_009009.1 Streptococcus sanguinis SK36 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LS483385.1,"NZ_LS483385.1 Streptococcus sanguinis strain NCTC7863 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP013672.1,"NZ_CP013672.1 Streptococcus pyogenes strain AP53, complete genome"
NC_004567.2:976346-977233,NC_017596.1,"NC_017596.1 Streptococcus pyogenes Alab49, complete genome"
NC_004567.2:976346-977233,NZ_LS483386.1,"NZ_LS483386.1 Streptococcus pyogenes strain NCTC13742 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483331.1,"NZ_LS483331.1 Streptococcus pyogenes strain NCTC12057 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483347.1,"NZ_LS483347.1 Streptococcus pyogenes strain NCTC8324 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_004070.1,"NC_004070.1 Streptococcus pyogenes MGAS315, complete genome"
NC_004567.2:976346-977233,NZ_AP018337.1,"NZ_AP018337.1 Streptococcus pyogenes DNA, complete genome, strain: KS030"
NC_004567.2:976346-977233,NC_004606.1,"NC_004606.1 Streptococcus pyogenes SSI-1 DNA, complete genome"
NC_004567.2:976346-977233,NZ_AP014596.1,"NZ_AP014596.1 Streptococcus pyogenes DNA, complete genome, strain: M3-b"
NC_004567.2:976346-977233,NZ_CP007041.1,"NZ_CP007041.1 Streptococcus pyogenes STAB902, complete genome"
NC_004567.2:976346-977233,NZ_LS483330.1,"NZ_LS483330.1 Streptococcus pyogenes strain NCTC8328 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP018867.1,"NZ_CP018867.1 Lactobacillus alimentarius DSM 20249 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LS483462.1,"NZ_LS483462.1 Streptococcus pasteurianus strain NCTC13784 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_015600.1,"NC_015600.1 Streptococcus pasteurianus ATCC 43144 DNA, complete genome"
NC_004567.2:976346-977233,NZ_CP016953.1,"NZ_CP016953.1 Streptococcus himalayensis strain HTS2 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LS483334.1,"NZ_LS483334.1 Streptococcus pyogenes strain NCTC12050 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP015238.2,"NZ_CP015238.2 Streptococcus pyogenes strain NS53 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LS483471.1,"NZ_LS483471.1 Streptococcus cristatus strain NCTC13807 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_021175.1,"NC_021175.1 Streptococcus cristatus AS 1.3089, complete genome"
NC_004567.2:976346-977233,NC_017581.1,NC_017581.1 Streptococcus thermophilus JIM 8232 complete genome
NC_004567.2:976346-977233,NZ_CP016877.1,"NZ_CP016877.1 Streptococcus thermophilus strain KLDS 3.1003 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012588.1,"NZ_CP012588.1 Streptococcus thermophilus strain MN-BM-A01, complete genome"
NC_004567.2:976346-977233,NZ_CP016394.1,"NZ_CP016394.1 Streptococcus thermophilus strain ND07, complete genome"
NC_004567.2:976346-977233,NZ_CP017064.1,"NZ_CP017064.1 Streptococcus thermophilus strain ST3, complete genome"
NC_004567.2:976346-977233,NZ_CP011217.1,"NZ_CP011217.1 Streptococcus thermophilus strain SMQ-301, complete genome"
NC_004567.2:976346-977233,NZ_CP025399.1,"NZ_CP025399.1 Streptococcus thermophilus strain GABA chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP016026.1,"NZ_CP016026.1 Streptococcus thermophilus strain KLDS SM, complete genome"
NC_004567.2:976346-977233,NC_008532.1,"NC_008532.1 Streptococcus thermophilus LMD-9, complete genome"
NC_004567.2:976346-977233,NZ_CP025216.1,"NZ_CP025216.1 Streptococcus thermophilus strain DGCC 7710 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP010999.1,"NZ_CP010999.1 Streptococcus thermophilus strain MN-BM-A02, complete genome"
NC_004567.2:976346-977233,NC_017927.1,"NC_017927.1 Streptococcus thermophilus MN-ZLW-002, complete genome"
NC_004567.2:976346-977233,NZ_CP006819.1,"NZ_CP006819.1 Streptococcus thermophilus ASCC 1275, complete genome"
NC_004567.2:976346-977233,NZ_CP019935.1,"NZ_CP019935.1 Streptococcus thermophilus strain APC151 chromosome, complete genome"
NC_004567.2:976346-977233,NC_017563.1,"NC_017563.1 Streptococcus thermophilus ND03, complete genome"
NC_004567.2:976346-977233,NZ_LS974444.1,"NZ_LS974444.1 Streptococcus thermophilus strain N4L genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP022547.1,"NZ_CP022547.1 Streptococcus thermophilus strain B59671 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP025400.1,"NZ_CP025400.1 Streptococcus thermophilus strain EPS chromosome, complete genome"
NC_004567.2:976346-977233,NC_006448.1,"NC_006448.1 Streptococcus thermophilus LMG 18311, complete genome"
NC_004567.2:976346-977233,NC_006449.1,"NC_006449.1 Streptococcus thermophilus CNRZ1066, complete genome"
NC_004567.2:976346-977233,NZ_CP016439.1,"NZ_CP016439.1 Streptococcus thermophilus strain CS8, complete genome"
NC_004567.2:976346-977233,NZ_CP031545.1,"NZ_CP031545.1 Streptococcus thermophilus strain ST109 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP013939.1,"NZ_CP013939.1 Streptococcus thermophilus strain S9, complete genome"
NC_004567.2:976346-977233,NZ_LT604076.1,"NZ_LT604076.1 Streptococcus thermophilus strain ACA-DC 2 genome assembly, chromosome: I"
NC_004567.2:976346-977233,NC_016826.1,"NC_016826.1 Streptococcus infantarius subsp. infantarius CJ18, complete genome"
NC_004567.2:976346-977233,NC_016749.1,NC_016749.1 Streptococcus macedonicus ACA-DC 198 main chromosome complete genome
NC_004567.2:976346-977233,NZ_CP013688.1,"NZ_CP013688.1 Streptococcus gallolyticus strain ICDDRB-NRC-S1, complete genome"
NC_004567.2:976346-977233,NZ_LS483339.1,"NZ_LS483339.1 Streptococcus thermophilus strain NCTC12958 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP017996.1,"NZ_CP017996.1 Lactobacillus crustorum strain MN047 chromosome, complete genome"
NC_004567.2:976346-977233,NC_015760.1,NC_015760.1 Streptococcus salivarius CCHSS3 complete genome
NC_004567.2:976346-977233,NC_017595.1,NC_017595.1 Streptococcus salivarius JIM8777 complete genome
NC_004567.2:976346-977233,NZ_CP014144.1,"NZ_CP014144.1 Streptococcus salivarius strain JF, complete genome"
NC_004567.2:976346-977233,NZ_CP009913.1,"NZ_CP009913.1 Streptococcus salivarius strain NCTC 8618, complete genome"
NC_004567.2:976346-977233,NZ_CP015282.1,"NZ_CP015282.1 Streptococcus salivarius strain ATCC 27945, complete genome"
NC_004567.2:976346-977233,NZ_CP015283.1,"NZ_CP015283.1 Streptococcus salivarius strain ATCC 25975, complete genome"
NC_004567.2:976346-977233,NZ_LS483366.1,"NZ_LS483366.1 Streptococcus salivarius strain NCTC7366 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP020438.1,"NZ_CP020438.1 Streptococcus equinus strain FDAARGOS_251 chromosome, complete genome"
NC_004567.2:976346-977233,NC_021900.1,"NC_021900.1 Streptococcus lutetiensis 033, complete genome"
NC_004567.2:976346-977233,NZ_LS483348.1,"NZ_LS483348.1 Streptococcus lutetiensis strain NCTC8738 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP013689.1,"NZ_CP013689.1 Streptococcus infantarius strain ICDDRB-NRC-S5, complete genome"
NC_004567.2:976346-977233,NZ_LS483403.1,"NZ_LS483403.1 Streptococcus lutetiensis strain NCTC13774 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_LS483383.1,"NZ_LS483383.1 Streptococcus cristatus strain NCTC12479 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP020431.2,"NZ_CP020431.2 Streptococcus sp. FDAARGOS_192 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP013216.1,"NZ_CP013216.1 Streptococcus salivarius strain HSISS4, complete genome"
NC_004567.2:976346-977233,NC_018089.1,"NC_018089.1 Streptococcus mutans GS-5, complete genome"
NC_004567.2:976346-977233,NZ_CP023477.1,"NZ_CP023477.1 Streptococcus mutans strain LAR01 chromosome, complete genome"
NC_004567.2:976346-977233,NC_004350.2,"NC_004350.2 Streptococcus mutans UA159 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP007016.1,"NZ_CP007016.1 Streptococcus mutans UA159-FR, complete genome"
NC_004567.2:976346-977233,NZ_LS483349.1,"NZ_LS483349.1 Streptococcus mutans strain NCTC10449 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_017768.1,"NC_017768.1 Streptococcus mutans LJ23 DNA, complete genome"
NC_004567.2:976346-977233,NZ_CP013237.1,"NZ_CP013237.1 Streptococcus mutans strain NG8, complete genome"
NC_004567.2:976346-977233,NZ_CP020451.2,"NZ_CP020451.2 Streptococcus salivarius strain FDAARGOS_259 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LT545678.1,"NZ_LT545678.1 Streptococcus agalactiae isolate SA111 genome assembly, chromosome: I"
NC_004567.2:976346-977233,NZ_CP007570.1,"NZ_CP007570.1 Streptococcus agalactiae strain GBS1-NY, complete genome"
NC_004567.2:976346-977233,NZ_CP007572.1,"NZ_CP007572.1 Streptococcus agalactiae strain GBS6, complete genome"
NC_004567.2:976346-977233,NZ_CP021862.1,"NZ_CP021862.1 Streptococcus agalactiae strain CUGBS591 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP007631.1,"NZ_CP007631.1 Streptococcus agalactiae strain NGBS061, complete genome"
NC_004567.2:976346-977233,NZ_CP020449.2,"NZ_CP020449.2 Streptococcus agalactiae strain FDAARGOS_254 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP007571.1,"NZ_CP007571.1 Streptococcus agalactiae strain GBS2-NM, complete genome"
NC_004567.2:976346-977233,NZ_CP016501.1,"NZ_CP016501.1 Streptococcus agalactiae strain WC1535 chromosome, complete genome"
NC_004567.2:976346-977233,NC_004368.1,NC_004368.1 Streptococcus agalactiae NEM316 complete genome
NC_004567.2:976346-977233,NZ_CP021867.1,"NZ_CP021867.1 Streptococcus agalactiae strain SG-M25 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP031556.1,"NZ_CP031556.1 Streptococcus agalactiae strain Sag27 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP021770.1,"NZ_CP021770.1 Streptococcus agalactiae strain B508 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP019978.1,"NZ_CP019978.1 Streptococcus agalactiae strain Sag37 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012503.1,"NZ_CP012503.1 Streptococcus agalactiae strain NGBS357, complete genome"
NC_004567.2:976346-977233,NZ_CP021868.1,"NZ_CP021868.1 Streptococcus agalactiae strain SG-M8 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP013202.1,"NZ_CP013202.1 Streptococcus agalactiae strain GBS ST-1, complete genome"
NC_004567.2:976346-977233,NC_004116.1,"NC_004116.1 Streptococcus agalactiae 2603V/R chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP021772.1,"NZ_CP021772.1 Streptococcus agalactiae strain B111 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP011329.1,"NZ_CP011329.1 Streptococcus agalactiae strain H002, complete genome"
NC_004567.2:976346-977233,NC_021485.1,NC_021485.1 Streptococcus agalactiae 09mas018883 complete genome
NC_004567.2:976346-977233,NC_007432.1,"NC_007432.1 Streptococcus agalactiae A909, complete genome"
NC_004567.2:976346-977233,NZ_CP008813.1,"NZ_CP008813.1 Streptococcus agalactiae strain C001, complete genome"
NC_004567.2:976346-977233,NZ_CP021863.1,"NZ_CP021863.1 Streptococcus agalactiae strain SG-M163 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP021864.1,"NZ_CP021864.1 Streptococcus agalactiae strain SG-M158 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP021865.1,"NZ_CP021865.1 Streptococcus agalactiae strain SG-M50 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012419.2,"NZ_CP012419.2 Streptococcus agalactiae strain SG-M1, complete genome"
NC_004567.2:976346-977233,NZ_CP021866.1,"NZ_CP021866.1 Streptococcus agalactiae strain SG-M29 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP025028.1,"NZ_CP025028.1 Streptococcus agalactiae strain SGEHI2015-95 chromosome, complete genome"
NC_004567.2:976346-977233,NC_021486.1,NC_021486.1 Streptococcus agalactiae ILRI005 complete genome
NC_004567.2:976346-977233,NZ_CP019979.1,"NZ_CP019979.1 Streptococcus agalactiae strain Sag158 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP013908.1,"NZ_CP013908.1 Streptococcus agalactiae strain GBS-M002, complete genome"
NC_004567.2:976346-977233,NZ_CP010867.1,"NZ_CP010867.1 Streptococcus agalactiae strain SS1, complete genome"
NC_004567.2:976346-977233,NZ_CP016391.1,"NZ_CP016391.1 Streptococcus agalactiae strain FWL1402, complete genome"
NC_004567.2:976346-977233,NZ_CP010874.1,"NZ_CP010874.1 Streptococcus agalactiae strain CU_GBS_08 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP021771.1,"NZ_CP021771.1 Streptococcus agalactiae strain B507 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP021870.1,"NZ_CP021870.1 Streptococcus agalactiae strain SG-M4 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP011325.1,"NZ_CP011325.1 Streptococcus agalactiae strain HN016, complete genome"
NC_004567.2:976346-977233,NZ_LS483342.1,"NZ_LS483342.1 Streptococcus agalactiae strain NCTC11930 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NC_018646.1,"NC_018646.1 Streptococcus agalactiae GD201008-001, complete genome"
NC_004567.2:976346-977233,NZ_CP007632.1,"NZ_CP007632.1 Streptococcus agalactiae strain NGBS572, complete genome"
NC_004567.2:976346-977233,NZ_CP021769.1,"NZ_CP021769.1 Streptococcus agalactiae strain B509 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP030845.1,"NZ_CP030845.1 Streptococcus agalactiae strain S73 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP025029.1,"NZ_CP025029.1 Streptococcus agalactiae strain SGEHI2015-25 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LS483387.1,"NZ_LS483387.1 Streptococcus agalactiae strain NCTC8187 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP025026.1,"NZ_CP025026.1 Streptococcus agalactiae strain SGEHI2015-113 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP010875.1,"NZ_CP010875.1 Streptococcus agalactiae strain CU_GBS_98, complete genome"
NC_004567.2:976346-977233,NZ_CP025027.1,"NZ_CP025027.1 Streptococcus agalactiae strain SGEHI2015-107 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP006910.1,"NZ_CP006910.1 Streptococcus agalactiae CNCTC 10/84, complete genome"
NC_004567.2:976346-977233,NZ_CP010319.1,"NZ_CP010319.1 Streptococcus agalactiae strain GBS85147, complete genome"
NC_004567.2:976346-977233,NZ_CP019809.1,"NZ_CP019809.1 Streptococcus agalactiae strain SA79, complete genome"
NC_004567.2:976346-977233,NZ_CP017702.1,"NZ_CP017702.1 Lactobacillus farciminis KCTC 3681 = DSM 20184, complete genome"
NC_004567.2:976346-977233,NZ_LT906454.1,"NZ_LT906454.1 Streptococcus acidominimus strain NCTC11291 genome assembly, chromosome: 1"
NC_004567.2:976346-977233,NZ_CP014835.1,"NZ_CP014835.1 Streptococcus halotolerans strain HTS9 chromosome, complete genome"
NC_004567.2:976346-977233,NC_013928.1,"NC_013928.1 Streptococcus mutans NN2025 DNA, complete genome"
NC_004567.2:976346-977233,NZ_CP021773.1,"NZ_CP021773.1 Streptococcus agalactiae strain B105 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP020432.1,"NZ_CP020432.1 Streptococcus sp. 'group B' strain FDAARGOS_229 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LT714196.1,"NZ_LT714196.1 Streptococcus agalactiae isolate BM110 genome assembly, chromosome: I"
NC_004567.2:976346-977233,NZ_CP022537.1,"NZ_CP022537.1 Streptococcus agalactiae strain 874391 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP021869.1,"NZ_CP021869.1 Streptococcus agalactiae strain SG-M6 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012480.1,"NZ_CP012480.1 Streptococcus agalactiae strain NGBS128, complete genome"
NC_004567.2:976346-977233,NZ_HG939456.1,"NZ_HG939456.1 Streptococcus agalactiae, strain COH1, complete genome"
NC_004567.2:976346-977233,NZ_CP029476.1,"NZ_CP029476.1 Lactobacillus apis strain ESL0185 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP025536.1,"NZ_CP025536.1 Streptococcus pluranimalium strain TH11417 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP022601.1,"NZ_CP022601.1 Streptococcus pluranimalium strain 14A0014 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP019323.1,"NZ_CP019323.1 Lactobacillus allii strain WiKim39 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP024610.1,"NZ_CP024610.1 Lactobacillales bacterium strain NIBRBAC000499792 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012034.1,"NZ_CP012034.1 Lactobacillus ginsenosidimutans strain EMML 3041, complete genome"
NC_004567.2:976346-977233,NC_015602.1,"NC_015602.1 Lactobacillus kefiranofaciens ZW3, complete genome"
NC_004567.2:976346-977233,NZ_CP006803.1,"NZ_CP006803.1 Lactobacillus gasseri DSM 14869, complete genome"
NC_004567.2:976346-977233,NZ_CP018888.1,"NZ_CP018888.1 Lactobacillus amylophilus DSM 20533 = JCM 1125, complete genome"
NC_004567.2:976346-977233,NC_015678.1,"NC_015678.1 Streptococcus parasanguinis ATCC 15912, complete genome"
NC_004567.2:976346-977233,NC_017905.1,"NC_017905.1 Streptococcus parasanguinis FW213, complete genome"
NC_004567.2:976346-977233,NC_008530.1,"NC_008530.1 Lactobacillus gasseri ATCC 33323, complete genome"
NC_004567.2:976346-977233,NZ_CP020457.1,"NZ_CP020457.1 Lactobacillus amylolyticus strain L6, complete genome"
NC_004567.2:976346-977233,NZ_AP014808.1,"NZ_AP014808.1 Lactobacillus acetotolerans DNA, complete genome, strain: NBRC 13120"
NC_004567.2:976346-977233,NZ_CP021427.1,"NZ_CP021427.1 Lactobacillus gasseri strain 4M13, complete genome"
NC_004567.2:976346-977233,NZ_CP020620.1,"NZ_CP020620.1 Lactobacillus acidophilus strain DSM 20079 chromosome, complete genome"
NC_004567.2:976346-977233,NC_006814.3,"NC_006814.3 Lactobacillus acidophilus NCFM chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP010432.1,"NZ_CP010432.1 Lactobacillus acidophilus strain FSI4, complete genome"
NC_004567.2:976346-977233,NZ_CP022449.1,"NZ_CP022449.1 Lactobacillus acidophilus strain ATCC 53544 chromosome, complete genome"
NC_004567.2:976346-977233,NC_021181.2,"NC_021181.2 Lactobacillus acidophilus La-14, complete genome"
NC_004567.2:976346-977233,NZ_CP017062.1,"NZ_CP017062.1 Lactobacillus acidophilus strain LA1, complete genome"
NC_004567.2:976346-977233,NZ_AP018549.1,"NZ_AP018549.1 Lactobacillus gasseri JCM 5343 DNA, complete genome"
NC_004567.2:976346-977233,NC_015978.1,"NC_015978.1 Lactobacillus sanfranciscensis TMW 1.1304, complete genome"
NC_004567.2:976346-977233,NZ_CP018215.1,"NZ_CP018215.1 Lactobacillus delbrueckii subsp. lactis strain KCCM 34717, complete genome"
NC_004567.2:976346-977233,NZ_CP023139.1,"NZ_CP023139.1 Lactobacillus delbrueckii subsp. lactis strain KCTC 3034 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP022988.1,"NZ_CP022988.1 Lactobacillus delbrueckii subsp. lactis DSM 20072 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LS991409.1,"NZ_LS991409.1 Lactobacillus delbrueckii subsp. lactis isolate Lactobacillus delbrueckii subsp. lactis1 genome assembly, chromosome: I"
NC_004567.2:976346-977233,NZ_CP021136.1,"NZ_CP021136.1 Lactobacillus delbrueckii subsp. delbrueckii strain TUA4408L chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP018217.1,"NZ_CP018217.1 Lactobacillus delbrueckii subsp. sunkii strain JCM 17838, complete genome"
NC_004567.2:976346-977233,NZ_CP018156.1,"NZ_CP018156.1 Lactobacillus delbrueckii subsp. lactis strain KCTC 3035, complete genome"
NC_004567.2:976346-977233,NZ_CP018614.1,"NZ_CP018614.1 Lactobacillus delbrueckii subsp. indicus strain JCM 15610, complete genome"
NC_004567.2:976346-977233,NZ_CP018216.1,"NZ_CP018216.1 Lactobacillus delbrueckii subsp. delbrueckii strain KCTC 13731, complete genome"
NC_004567.2:976346-977233,NZ_CP018218.1,"NZ_CP018218.1 Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046, complete genome"
NC_004567.2:976346-977233,NZ_CP016393.1,"NZ_CP016393.1 Lactobacillus delbrueckii subsp. bulgaricus strain ND04, complete genome"
NC_004567.2:976346-977233,NZ_LT899687.1,"NZ_LT899687.1 Lactobacillus delbrueckii subsp. bulgaricus isolate Lactobacillus bulgaricus ACA-DC 87 genome assembly, chromosome: I"
NC_004567.2:976346-977233,NC_014727.1,"NC_014727.1 Lactobacillus delbrueckii subsp. bulgaricus ND02, complete genome"
NC_004567.2:976346-977233,NZ_CP018809.1,"NZ_CP018809.1 Lactobacillus jensenii strain SNUV360 chromosome, complete genome"
NC_004567.2:976346-977233,NC_015214.1,"NC_015214.1 Lactobacillus amylovorus strain 30SC, complete genome"
NC_004567.2:976346-977233,NC_017470.1,"NC_017470.1 Lactobacillus amylovorus GRL1118, complete genome"
NC_004567.2:976346-977233,NZ_CP029614.1,"NZ_CP029614.1 Lactobacillus johnsonii strain Byun-jo-01 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP016400.1,"NZ_CP016400.1 Lactobacillus johnsonii strain BS15 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP013610.1,"NZ_CP013610.1 Lactobacillus delbrueckii subsp. bulgaricus strain MN-BM-F01, complete genome"
NC_004567.2:976346-977233,NC_017469.1,"NC_017469.1 Lactobacillus delbrueckii subsp. bulgaricus 2038, complete genome"
NC_004567.2:976346-977233,NZ_CP032451.1,"NZ_CP032451.1 Lactobacillus delbrueckii subsp. bulgaricus strain KLDS1.0207 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP019120.1,"NZ_CP019120.1 Lactobacillus delbrueckii subsp. bulgaricus strain DSM 20080 chromosome, complete genome"
NC_004567.2:976346-977233,NC_008054.1,NC_008054.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 complete genome
NC_004567.2:976346-977233,NC_008529.1,"NC_008529.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365, complete genome"
NC_004567.2:976346-977233,NZ_CP017235.1,"NZ_CP017235.1 Lactobacillus delbrueckii subsp. bulgaricus strain L99 chromosome, complete genome"
NC_004567.2:976346-977233,NC_017477.1,"NC_017477.1 Lactobacillus johnsonii DPC 6026, complete genome"
NC_004567.2:976346-977233,NZ_CP021704.1,"NZ_CP021704.1 Lactobacillus johnsonii strain UMNLJ22, complete genome"
NC_004567.2:976346-977233,NZ_CP021703.1,"NZ_CP021703.1 Lactobacillus johnsonii strain UMNLJ21, complete genome"
NC_004567.2:976346-977233,NZ_CP031701.1,"NZ_CP031701.1 Lactobacillus johnsonii strain IDCC9203 chromosome, complete genome"
NC_004567.2:976346-977233,NC_013504.1,"NC_013504.1 Lactobacillus johnsonii FI9785, complete genome"
NC_004567.2:976346-977233,NC_005362.1,"NC_005362.1 Lactobacillus johnsonii NCC 533, complete genome"
NC_004567.2:976346-977233,NC_022909.1,"NC_022909.1 Lactobacillus johnsonii N6.2, complete genome"
NC_004567.2:976346-977233,NZ_CP017706.1,"NZ_CP017706.1 Lactobacillus amylovorus DSM 20531, complete genome"
NC_004567.2:976346-977233,NZ_AP017935.1,"NZ_AP017935.1 Leuconostoc mesenteroides subsp. suionicum DNA, complete genome, strain: LT-38"
NC_004567.2:976346-977233,NZ_CP015247.1,"NZ_CP015247.1 Leuconostoc mesenteroides subsp. suionicum strain DSM 20241, complete genome"
NC_004567.2:976346-977233,NZ_CP021966.1,"NZ_CP021966.1 Leuconostoc mesenteroides strain CBA7131 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_AP017936.1,"NZ_AP017936.1 Leuconostoc mesenteroides DNA, complete genome, strain: LK-151"
NC_004567.2:976346-977233,NZ_CP015442.1,"NZ_CP015442.1 Leuconostoc mesenteroides subsp. mesenteroides strain BD1710 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP013016.1,"NZ_CP013016.1 Leuconostoc mesenteroides subsp. mesenteroides strain DRC0211, complete genome"
NC_004567.2:976346-977233,NZ_CP014611.1,"NZ_CP014611.1 Leuconostoc mesenteroides subsp. jonggajibkimchii strain DRC1506 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP014610.1,"NZ_CP014610.1 Leuconostoc mesenteroides subsp. mesenteroides strain BD3749, complete genome"
NC_004567.2:976346-977233,NZ_CP000574.1,"NZ_CP000574.1 Leuconostoc mesenteroides KFRI-MG, complete genome"
NC_004567.2:976346-977233,NC_016805.3,"NC_016805.3 Leuconostoc mesenteroides subsp. mesenteroides J18, complete genome"
